"","BU207","BU208","BU211","BU301","BU304","CR108","CR109","CR125","CR132","EH152","EH153","ES171","ES174","ES189","ES246","ES355","ES409","ES440","ES618","ES828","GR135","GR141","IT113","IT148","IT151","IT152","IT164","IT165","IT167","IT168","IT317","IT321","PO145","PO241","PO254","SE127","SE129","SE130","SE134","SL143"
"OTU3385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000421617477960905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170296932994726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3399",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194564176245211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224021028107172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU343",0,0,0.000797373981686978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12094672288233,0,0,0,0,0.00105023055842728,0,0,0.0274702019305599,0,0,0,0,0,0,0,0
"OTU3440",0,0,0,0,0,0,0,0.000595756381467394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213328082180541,0,0,0,0,0,0,0,0,0,0,0
"OTU3456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284518630042796,0,0,0,0,0,0,0
"OTU3457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249366991483158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3462",0,0,0,0,0,0,0,0,0,0.000541080496129193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257558103881769,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3476",0,0,0,0,0.000418687414954119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383641525358705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229973169796857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3484",0,0,0,0,0.000418687414954119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229973169796857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196918229705115,0,0,0,0,0,0,0,0,0,0,0
"OTU3487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036412418551169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU351",0,0,0,0,0.0197829803565821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036111947035811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036052339514071
"OTU355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591122046580606,0,0.00107320812571867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248953801287447,0,0,0,0,0,0,0
"OTU3575",0,0.000232513078860686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU358",0,0,0,0,0,0,0,0.0218138490444984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495492733182069,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196918229705115,0,0,0,0,0,0,0,0,0,0,0
"OTU3589",0,0,0,0,0,0,0,0,0,0.000707566802630484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU36",0,0,0,0,0,0,0.00782999604795152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256159627894435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660529400273491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230903251537606,0,0,0,0,0,0,0,0,0,0
"OTU3602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482797707760448,0,0,0,0,0,0,0,0,0,0
"OTU3603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033585927496379,0,0,0,0,0,0,0,0,0,0
"OTU3607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211002838947288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210808738980452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3609",0,0,0,0.000216182221960183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU361",0,0,0,0,0,0,0,0,0.018697620065058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3614",0,0,0,0.000373405656113044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3615",0,0,0,0.000216182221960183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210808738980452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344959754695286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3629",0,0,0,0.000353752726843936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU365",0,0,0,0,0,0,0,0,0.00260755055944605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3652",0,0,0,0.000216182221960183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331026181161601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552585202664357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450293892154357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209912046852369,0,0,0,0,0,0,0,0,0,0
"OTU3746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191644308164048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204797728110536,0,0,0,0,0,0,0,0
"OTU3761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479110770410119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3764",0,0,0,0.000196529292691076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU377",0.000727571436953588,0,0.00542214307547145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083399875787419,0,0,0,0
"OTU3783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245293432268351,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU38",0,0,0.0133560141932569,0,0,0.613773579455181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477861365591251,0,0,0,0.23722828497915,0,0,0,0
"OTU3805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296901619527644
"OTU3825",0,0,0,0,0.000348906179128432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3826",0,0,0,0,0,0,0,0,0,0,0,0.000208996958733911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196234745814681,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134217762757405,0,0,0,0,0,0,0,0,0,0
"OTU3842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300932891965092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035971182624223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377841684334264,0,0,0,0,0,0,0,0,0,0
"OTU3876",0,0,0,0.000275141009767506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247221157531621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219769486227779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU391",0,0,0,0,0,0,0,0,0.0370027994104668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493443651244063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209086292900027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226990972743622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224170375459243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU40",0,0,0.000252501760867543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119969336910694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280408773678963,0
"OTU402",0,0.0911645030032939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268549067751093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4094",0,0,0,0,0,0,0,0.000366619311672242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU41",0,0.00571594652199186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302305137722211,0,0,0,0,0.000832066837042257,0,0,0.0126381539556936,0,0,0,0,0,0,0,0,0,0,0,0
"OTU413",0,0,0,0,0.150587906911831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194151557692882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4214",0,0,0,0,0,0,0,0,0,0.000332972613002581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412198691717196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU425",0,0,0,0,0,0,0,0.000549928967508364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4258",0,0,0,0,0.000244234325389903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU427",0,0,0,0,0,0,0,0,0.00444766148935614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4289",0,0,0,0,0,0,0,0.000320791897713212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU43",0,0,0.00112961314072322,0,0,0.0215862148655285,0,0,0,0,0,0,0,0,0.00193725538641226,0.00178393309291798,0,0,0,0,0,0.0346422191513027,0,0,0,0,0,0,0.141272419960945,0,0,0,0,0,0,0.000408127051725668,0,0,0,0
"OTU433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053497994457871,0,0,0,0,0.0873940677966102,0
"OTU435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334689134224288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820148852911839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4405",0,0,0,0,0.000244234325389903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188654829972916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493389646746606,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194184183698238,0,0,0,0,0,0,0,0,0,0,0,0
"OTU449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228391390720097,0,0,0,0,0.0340540877367896,0
"OTU452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458390913074253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4530",0,0,0,0,0,0,0,0.000274964483754182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4531",0,0,0,0,0,0,0,0.000274964483754182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871586287042417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280595763999232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU456",0.000387255764830136,0,0.00251172804231398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714983395194374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120373156786037,0.0396186551657907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU46",0.00224138942674412,0,0,0.346756284024134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749329244921426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290472501936483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4607",0,0,0,0,0,0,0,0.000274964483754182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4629",0,0,0,0,0.000209343707477059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4630",0,0,0,0,0.000209343707477059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU464",0,0,0,0,0,0,0,0,0.0228226080738137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103487926408586,0,0,0,0,0,0.0434727849031256,0,0,0,0,0,0,0,0,0,0
"OTU4665",0,0,0,0,0,0,0,0.000274964483754182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02065844222206,0,0,0,0,0,0,0,0,0.000440781908777309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU468",0,0,0,0.000196529292691076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544551419635739,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532962821004216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU47",0.00117350231766708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296605884930399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4717",0,0,0,0,0,0,0,0,0,0.000208107883126613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472185254192175,0,0,0,0
"OTU4782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242060418280403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU479",0,0,0,0,0,0,0,0.00119151276293479,0,0,0,0,0,0,0,0,0,0,0.00333502121492553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737886538601919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000585940916166722,0,0,0,0,0,0,0,0,0
"OTU480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415533145221495,0,0,0,0,0.00654287138584247,0
"OTU4800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726321905868681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016491122479687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168762507840736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137517337854018,0,0,0,0,0,0,0
"OTU49",0,0,0,0,0,0,0,0,0,0,0,0,0.0196065318628941,0.0450790229885057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU491",0,0,0,0,0,0,0,0,0,0,0,0.0179881520344773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339160073447248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268465186497973,0,0,0,0,0,0,0,0,0,0,0
"OTU496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240348930093807
"OTU499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606855727450198,0,0,0.00117363934892653,0,0,0,0,0,0,0
"OTU5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000769594039144351,0,0,0,0,0,0,0,0,0
"OTU50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012243541531842,0,0,0,0,0,0,0,0,0.832519210241692
"OTU503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466368007351614,0,0,0,0,0,0,0,0,0,0,0
"OTU504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304409149445024,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177125959556737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU511",0,0,0,0.000216182221960183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535016604805626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU522",0,0,0,0,0,0,0,0,0.0187237827797012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253591803817318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU532",0,0,0,0,0,0,0,0,0.00094185772715777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293493591709082,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099389624172455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202752612944583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU539",0,0,0.00703018060520685,0,0,0.0108256059161684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021683967704729,0,0,0,0
"OTU540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000922722029988466,0,0,0,0
"OTU544",0,0,0,0,0,0,0,0,0.0191162234993503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151218224800238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
